PHONE_TYPE,RAM_STORAGE,NAIRA_PRICE,CITY,STATE,PHONE_CONDITION
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
New Apple iPhone 14 256 GB Purple,NA,580000,Ikeja,Lagos State,Brand New
Apple iPhone 13 256 GB Blue,NA,510000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB White,NA,165000,Akure,Ondo State,Used
Apple iPhone 8 64 GB Black,NA,88000,Alimosho,Lagos State,Used
Apple iPhone 14 Pro Max 128 GB Purple,NA,770000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Red,NA,80000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Green,NA,220000,Akure,Ondo State,Used
Apple iPhone 11 Pro Max 64 GB Gold,NA,360000,Oluyole,Oyo State,Used
Apple iPhone XR 64 GB White,NA,165000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Gray,NA,200000,Benin City,Edo State,Used
Apple iPhone 12 Pro Max 512 GB Blue,NA,480000,Enugu,Enugu State,Used
Apple iPhone 11 128 GB Red,NA,260000,Ibadan,Oyo State,Used
Apple iPhone XR 64 GB Yellow,NA,180000,Ikeja,Lagos State,Refurbished
Apple iPhone 11 64 GB Purple,NA,210000,Wuse 2,Abuja (FCT) State,Used
New Apple iPhone 13 Pro 1 TB Blue,NA,530000,Ikeja,Lagos State,Brand New
New Apple iPhone 11 Pro Max 64 GB Gold,NA,295000,Ibadan,Oyo State,Brand New
Apple iPhone 12 Pro 256 GB White,NA,460000,Ikeja,Lagos State,Used
Apple iPhone 11 128 GB Green,NA,260000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro 64 GB Green,NA,290000,Uyo,Akwa Ibom State,Used
New Apple iPhone 11 128 GB Blue,NA,350000,Ikeja,Lagos State,Brand New
Apple iPhone 8 64 GB Gold,NA,105000,Uyo,Akwa Ibom State,Used
Apple iPhone XR 128 GB White,4 GB,205000,Ikeja,Lagos State,Used
Apple iPhone 13 128 GB Blue,4 GB,470000,Ikeja,Lagos State,Used
Samsung Galaxy Note 9 128 GB Blue,4 GB,135000,Alimosho,Lagos State,Used
New Apple iPhone 13 128 GB Black,4 GB,550000,Ikeja,Lagos State,Brand New
New Apple iPhone 7 Plus 128 GB Gold,4 GB,135000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,4 GB,430000,Ikeja,Lagos State,Brand New
Google Pixel 6 Pro 128 GB Rose Gold,4 GB,350000,Ikeja,Lagos State,Used
New Thuraya SG-2520 Silver,4 GB,449999,Ikeja,Lagos State,Brand New
Apple iPhone 11 Pro Max 64 GB Gold,4 GB,325000,Oluyole,Oyo State,Used
Apple iPhone XR 64 GB Black,4 GB,165000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,4 GB,220000,Wuse 2,Abuja (FCT) State,Used
New Apple iPhone 11 128 GB Black,4 GB,300000,Ikeja,Lagos State,Brand New
Apple iPhone 11 128 GB Red,4 GB,270000,Ondo / Ondo State,Ondo State,Used
Apple iPhone 11 Pro 64 GB Silver,4 GB,265000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Red,4 GB,165000,Akure,Ondo State,Used
Apple iPhone 11 Pro 64 GB Green,4 GB,315000,Uyo,Akwa Ibom State,Used
Apple iPhone X 64 GB White,4 GB,135000,Yaba,Lagos State,Used
Apple iPhone XR 128 GB,4 GB,240000,Ikeja,Lagos State,Refurbished
Apple iPhone 12 256 GB White,4 GB,270000,Uyo,Akwa Ibom State,Used
Apple iPhone XR 64 GB Red,4 GB,165000,Akure,Ondo State,Used
Apple iPhone 13 Pro 128 GB Silver,4 GB,550000,Uyo,Akwa Ibom State,Used
Apple iPhone 13 Pro 128 GB Blue,4 GB,545000,Uyo,Akwa Ibom State,Used
Apple iPhone 12 64 GB Red,4 GB,365000,Port-Harcourt,Rivers State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
Apple iPhone 7 Plus 128 GB Black,NA,120000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Green,NA,185000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Purple,NA,235000,Ikeja,Lagos State,Used
Apple iPhone 6s 64 GB Gold,NA,58000,Gbagada,Lagos State,Used
New Mobile Phone Gray,NA,599999,Ikeja,Lagos State,Brand New
Apple iPhone 13 128 GB Black,NA,470000,Uyo,Akwa Ibom State,Used
Apple iPhone 7 32 GB Black,NA,70000,Akure,Ondo State,Used
Apple iPhone 7 Plus 32 GB White,NA,108000,Akinyele,Oyo State,Used
Apple iPhone 7 128 GB Gold,NA,85000,Port-Harcourt,Rivers State,Used
Apple iPhone XR 128 GB Yellow,NA,182000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Rose Gold,NA,70000,Akure,Ondo State,Used
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,60000,Akure,Ondo State,Used
Apple iPhone X 64 GB White,NA,140000,Udu,Delta State,Used
Apple iPhone XR 64 GB Red,NA,165000,Akure,Ondo State,Used
Apple iPhone XS Max 256 GB Gold,NA,210000,Surulere,Lagos State,Used
Apple iPhone 7 32 GB Black,NA,70000,Akure,Ondo State,Used
Apple iPhone X 64 GB Black,NA,140000,Ikeja,Lagos State,Used
Apple iPhone 13 Pro Max 256 GB Blue,NA,730000,Uyo,Akwa Ibom State,Used
Apple iPhone XR 128 GB Yellow,NA,175000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
Apple iPhone XR 64 GB Silver,NA,165000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
New Apple iPhone 14 128 GB,NA,750000,Ikeja,Lagos State,Brand New
Apple iPhone 13 128 GB Green,NA,460000,Wuse 2,Abuja (FCT) State,Used
Apple iPhone 13 Pro 128 GB Blue,NA,550000,Ajah,Lagos State,Used
Apple iPhone XS 512 GB White,NA,175000,Obio-Akpor,Rivers State,Used
Apple iPhone 12 Pro 128 GB Silver,NA,400000,Uyo,Akwa Ibom State,Used
Apple iPhone 7 32 GB Rose Gold,NA,60000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,245000,Uyo,Akwa Ibom State,Used
Apple iPhone 11 64 GB White,NA,225000,Lekki,Lagos State,Used
Apple iPhone 11 128 GB Red,NA,250000,Ikeja,Lagos State,Used
New Apple iPhone XS Max 64 GB Gold,NA,235000,Port-Harcourt,Rivers State,Brand New
Apple iPhone 6s Plus 64 GB Gold,NA,65000,Osogbo,Osun State,Used
Gionee S10 64 GB Gold,NA,45000,Olorunda-Osun,Osun State,Used
Apple iPhone 13 Pro 128 GB Silver,NA,550000,Uyo,Akwa Ibom State,Used
Apple iPhone 13 128 GB Blue,NA,435000,Uyo,Akwa Ibom State,Used
Apple iPhone 8 Plus 64 GB Gold,NA,150000,Uyo,Akwa Ibom State,Used
Apple iPhone XS Max 256 GB Gold,NA,275000,Uyo,Akwa Ibom State,Used
Apple iPhone 12 64 GB White,NA,320000,Uyo,Akwa Ibom State,Used
Apple iPhone 11 64 GB Green,NA,240000,Aba South,Abia State,Used
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy Note 8 128 GB Blue,NA,115000,Alimosho,Lagos State,Used
Apple iPhone 11 64 GB Green,NA,245000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Red,NA,265000,Ikeja,Lagos State,Used
Apple iPhone 13 256 GB Red,NA,370000,Ikeja,Lagos State,Used
Apple iPhone 13 128 GB Blue,NA,460000,Ikeja,Lagos State,Used
New Google Pixel 6 256 GB Black,NA,320000,Lekki,Lagos State,Brand New
Apple iPhone 7 32 GB Black,NA,64999,Port-Harcourt,Rivers State,Used
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone 11 64 GB White,NA,215000,Akure,Ondo State,Used
Apple iPhone 11 128 GB White,NA,250000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Rose Gold,NA,70000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,200000,Akure,Ondo State,Used
Apple iPhone 11 Pro 256 GB Silver,NA,315000,Akure,Ondo State,Used
Microsoft Lumia 950 XL Dual SIM 32 GB White,NA,350000,Victoria Island,Lagos State,Used
Apple iPhone 13 512 GB Red,NA,450000,Osogbo,Osun State,Used
Apple iPhone XR 64 GB White,NA,155000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 64 GB Purple,NA,255000,Aba South,Abia State,Used
Apple iPhone 8 64 GB Red,NA,105000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Yellow,NA,160000,Akure,Ondo State,Used
Samsung Galaxy A3 16 GB Blue,NA,25000,Ikeja,Lagos State,Refurbished
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,6 GB,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,6 GB,380000,Ikeja,Lagos State,Brand New
New Apple iPhone 14 256 GB Purple,6 GB,580000,Ikeja,Lagos State,Brand New
New Apple iPhone 13 Pro Max 128 GB Green,6 GB,730000,Ikeja,Lagos State,Brand New
Apple iPhone 11 128 GB Black,6 GB,270000,Ikeja,Lagos State,Used
New Motorola Moto G Stylus 128 GB Blue,6 GB,250000,Ikeja,Lagos State,Brand New
Apple iPhone 13 128 GB Red,6 GB,460000,Ikeja,Lagos State,Used
Apple iPhone 7 Plus 32 GB Gold,6 GB,107000,Ikeja,Lagos State,Used
Apple iPhone 7 128 GB Silver,6 GB,85000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Red,6 GB,200000,Ikeja,Lagos State,Refurbished
Apple iPhone 7 Plus 128 GB Black,6 GB,125000,Port-Harcourt,Rivers State,Used
Apple iPhone 8 64 GB Gold,6 GB,80000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,6 GB,135000,Eleme,Rivers State,Used
Apple iPhone XR 64 GB Blue,6 GB,170000,Eleme,Rivers State,Used
Apple iPhone 7 32 GB Rose Gold,6 GB,70000,Port-Harcourt,Rivers State,Used
Apple iPhone X 64 GB Black,6 GB,140000,Akure,Ondo State,Used
Apple iPhone 12 Pro 128 GB Blue,6 GB,385000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB,6 GB,230000,Ikeja,Lagos State,Used
Apple iPhone XS Max 64 GB Black,6 GB,230000,Aba South,Abia State,Used
Apple iPhone 8 64 GB White,6 GB,80000,Ondo / Ondo State,Ondo State,Used
Apple iPhone XS Max 64 GB Black,6 GB,180000,Uyo,Akwa Ibom State,Used
Apple iPhone XR 64 GB Yellow,6 GB,165000,Akure,Ondo State,Used
Apple iPhone 12 Pro 128 GB Blue,6 GB,415000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Apple iPhone XR 128 GB White,NA,205000,Ikeja,Lagos State,Used
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
Apple iPhone 7 Plus 32 GB Black,NA,100000,Ikeja,Lagos State,Used
New Apple iPhone 13 256 GB Red,NA,485000,Mushin,Lagos State,Brand New
New Apple iPhone 13 128 GB Blue,NA,550000,Ikeja,Lagos State,Brand New
Apple iPhone 6 Plus 64 GB White,NA,69000,Ikeja,Lagos State,Used
Apple iPhone 12 64 GB Blue,NA,250000,Oye,Ekiti State,Used
Apple iPhone 7 32 GB Black,NA,60000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,140000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Black,NA,60000,Akure,Ondo State,Used
Apple iPhone XR 64 GB White,NA,170000,Akure,Ondo State,Used
Apple iPhone 13 Pro Max 128 GB Blue,NA,695000,Uyo,Akwa Ibom State,Used
Apple iPhone XR 64 GB Black,NA,140000,Akure,Ondo State,Used
Apple iPhone 11 Pro Max 64 GB Gray,NA,310000,Ibadan,Oyo State,Used
New Huawei Mate 10 Lite 64 GB,NA,51000,Ikeja,Lagos State,Brand New
Apple iPhone 13 128 GB Blue,NA,420000,Uyo,Akwa Ibom State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
New Apple iPhone 13 128 GB Black,NA,525000,Ikeja,Lagos State,Brand New
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone 11 64 GB White,NA,220000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,70000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,2 GB,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy Note 9 128 GB Blue,2 GB,135000,Alimosho,Lagos State,Used
Samsung Galaxy Note 8 128 GB Blue,2 GB,115000,Alimosho,Lagos State,Used
New Apple iPhone 13 256 GB Blue,2 GB,530000,Ikeja,Lagos State,Brand New
Apple iPhone 11 64 GB White,2 GB,250000,Ikeja,Lagos State,Used
Apple iPhone 13 Pro 256 GB Black,2 GB,590000,Ikeja,Lagos State,Used
New Apple iPhone XS Max 256 GB Gold,2 GB,280000,Wuse,Abuja (FCT) State,Brand New
New Apple iPhone XS Max 256 GB,2 GB,220000,Wuse 2,Abuja (FCT) State,Brand New
Apple iPhone 11 128 GB Black,2 GB,300000,Ikeja,Lagos State,Used
Apple iPhone 12 64 GB Black,2 GB,220000,Kaduna / Kaduna State,Kaduna State,Used
Apple iPhone 11 64 GB Black,2 GB,220000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,2 GB,155000,Eleme,Rivers State,Used
Apple iPhone 13 128 GB Pink,2 GB,520000,Uyo,Akwa Ibom State,Used
Apple iPhone X 64 GB Black,2 GB,150000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Red,2 GB,220000,Ondo / Ondo State,Ondo State,Used
Apple iPhone 11 64 GB Purple,2 GB,220000,Akure,Ondo State,Used
New Apple iPhone 13 128 GB Black,2 GB,500000,Ikeja,Lagos State,Brand New
Apple iPhone 7 32 GB Rose Gold,2 GB,60000,Akure,Ondo State,Used
Apple iPhone 8 64 GB White,2 GB,80000,Akure,Ondo State,Used
Apple iPhone 7 Plus 128 GB Black,2 GB,130000,Uyo,Akwa Ibom State,Used
Apple iPhone XR 64 GB Orange,2 GB,155000,Oyigbo,Rivers State,Used
Apple iPhone XS Max 64 GB Black,2 GB,220000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Silver,2 GB,70000,Akure,Ondo State,Used
Apple iPhone XR 128 GB White,NA,205000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
Apple iPhone 11 64 GB Black,NA,235000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Yellow,NA,230000,Ikeja,Lagos State,Used
New Google Pixel 7 128 GB White,NA,450000,Ikeja,Lagos State,Brand New
Sowhat S5 16 GB Blue,NA,45000,Alimosho,Lagos State,Refurbished
New Huawei Y7 Pro 32 GB,NA,61000,Ikeja,Lagos State,Brand New
Apple iPhone 11 64 GB Purple,NA,220000,Ibadan,Oyo State,Used
Apple iPhone 8 64 GB Gold,NA,80000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,60000,Akure,Ondo State,Used
New Apple iPhone 8 64 GB White,NA,98000,Akure,Ondo State,Brand New
Apple iPhone 11 128 GB Red,NA,265000,Akure,Ondo State,Used
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,200000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Black,NA,60000,Akure,Ondo State,Used
New Huawei Y9 Prime 128 GB Black,NA,96000,Isolo,Lagos State,Brand New
Apple iPhone XR 64 GB Blue,NA,160000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Black,NA,155000,Akure,Ondo State,Used
Apple iPhone 12 Pro Max 128 GB Black,NA,485000,Uyo,Akwa Ibom State,Used
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,70000,Akure,Ondo State,Used
Apple iPhone XR 64 GB White,NA,155000,Akure,Ondo State,Used
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
Apple iPhone 11 Pro Max 64 GB Gold,NA,310000,Magodo,Lagos State,Used
New Apple iPhone 13 Pro Max 256 GB Gold,NA,755000,Ikeja,Lagos State,Brand New
Apple iPhone 13 128 GB Black,NA,390000,Ikeja,Lagos State,Used
Apple iPhone 12 Pro 128 GB Blue,NA,450000,Ikeja,Lagos State,Used
Gionee S10C 32 GB Gold,NA,38000,Osogbo,Osun State,Used
Apple iPhone 11 64 GB White,NA,230000,Benin City,Edo State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,175000,Port-Harcourt,Rivers State,Used
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Yellow,NA,165000,Akure,Ondo State,Used
Oppo A16K 32 GB Black,NA,68500,Enugu,Enugu State,Used
Apple iPhone XS Max 512 GB Gold,NA,260000,Ibadan,Oyo State,Used
Apple iPhone XS 64 GB Black,NA,160000,Akure,Ondo State,Used
Apple iPhone 11 Pro 256 GB Gold,NA,350000,Gwarinpa,Abuja (FCT) State,Used
Apple iPhone XR 64 GB Black,NA,165000,Uyo,Akwa Ibom State,Used
Apple iPhone 11 64 GB Black,NA,230000,Akure,Ondo State,Used
Apple iPhone 8 64 GB White,NA,80000,Ondo / Ondo State,Ondo State,Used
New Apple iPhone 13 Pro Max 512 GB Black,NA,850000,Ikeja,Lagos State,Brand New
Apple iPhone XR 64 GB Black,NA,155000,Oyigbo,Rivers State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Samsung Galaxy Note 9 128 GB Blue,6 GB,135000,Alimosho,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,6 GB,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy Note 8 128 GB Blue,6 GB,115000,Alimosho,Lagos State,Used
Apple iPhone 13 128 GB Blue,6 GB,470000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro 64 GB,6 GB,305000,Ikeja,Lagos State,Used
Apple iPhone 12 Pro 128 GB Gray,6 GB,415000,Ikeja,Lagos State,Used
Apple iPhone 11 128 GB Black,6 GB,258000,Ikeja,Lagos State,Used
Apple iPhone 7 Plus 128 GB Black,6 GB,70000,Owerri,Imo State,Used
Apple iPhone XS Max 64 GB Black,6 GB,210000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Black,6 GB,70000,Akure,Ondo State,Used
Apple iPhone 13 Pro Max 128 GB Gray,6 GB,630000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Black,6 GB,225000,Akure,Ondo State,Used
Apple iPhone XS Max 64 GB Gold,6 GB,195000,Oyigbo,Rivers State,Used
Apple iPhone XR 64 GB Black,6 GB,140000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Black,6 GB,165000,Akure,Ondo State,Used
Apple iPhone XR 128 GB Yellow,6 GB,185000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,6 GB,210000,Uyo,Akwa Ibom State,Used
Apple iPhone 8 64 GB White,6 GB,75000,Ondo / Ondo State,Ondo State,Used
Apple iPhone XS 64 GB Black,6 GB,160000,Akure,Ondo State,Used
Apple iPhone X 64 GB Black,6 GB,145000,Akure,Ondo State,Used
Apple iPhone 11 64 GB White,6 GB,200000,Akure,Ondo State,Used
Apple iPhone 8 64 GB White,6 GB,80000,Akure,Ondo State,Used
New Apple iPhone 13 Pro 128 GB Blue,6 GB,630000,Uyo,Akwa Ibom State,Brand New
New Google Pixel 7 Pro 256 GB White,4 GB,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy Note 9 128 GB Blue,4 GB,135000,Alimosho,Lagos State,Used
New Google Pixel 7 128 GB Black,4 GB,380000,Ikeja,Lagos State,Brand New
Apple iPhone 7 Plus 128 GB Red,4 GB,125000,Ikeja,Lagos State,Used
Apple iPhone 7 Plus 32 GB Silver,4 GB,115000,Ikeja,Lagos State,Used
New Apple iPhone 12 Pro 128 GB Blue,4 GB,460000,Ikeja,Lagos State,Brand New
New Oukitel U6 Black,4 GB,45000,Alimosho,Lagos State,Brand New
Apple iPhone 11 64 GB Black,4 GB,210000,Ikeja,Lagos State,Used
Apple iPhone 11 128 GB Green,4 GB,260000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Black,4 GB,135000,Oyigbo,Rivers State,Used
Apple iPhone X 64 GB Black,4 GB,160000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 64 GB Black,4 GB,185000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Green,4 GB,275000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 128 GB Red,4 GB,225000,Akungba,Ondo State,Used
Apple iPhone 8 64 GB White,4 GB,75000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Purple,4 GB,220000,Akure,Ondo State,Used
Apple iPhone XS Max 256 GB Gold,4 GB,220000,Uyo,Akwa Ibom State,Used
Vivo Y33s 128 GB Blue,4 GB,120000,Port-Harcourt,Rivers State,Used
Apple iPhone XS Max 64 GB Black,4 GB,220000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Pink,4 GB,175000,Akure,Ondo State,Used
Apple iPhone XR 128 GB Yellow,4 GB,185000,Akure,Ondo State,Used
Apple iPhone XS Max 64 GB Black,4 GB,220000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,4 GB,175000,Port-Harcourt,Rivers State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
New Apple iPhone 14 256 GB Purple,NA,580000,Ikeja,Lagos State,Brand New
Apple iPhone X 64 GB Black,NA,135000,Warri,Delta State,Used
New Apple iPhone 12 128 GB Blue,NA,450000,Ikeja,Lagos State,Brand New
Apple iPhone 6 16 GB White,NA,44000,Ikeja,Lagos State,Used
Apple iPhone 14 Plus 128 GB Blue,NA,620000,Ikeja,Lagos State,Used
Apple iPhone XS Max 256 GB Gold,NA,185000,Ajah,Lagos State,Used
New Apple iPhone 13 Pro 128 GB Blue,NA,600000,Ilorin West,Kwara State,Brand New
Apple iPhone XR 64 GB Black,NA,155000,Akure,Ondo State,Used
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone XR 64 GB White,NA,165000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Silver,NA,60000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,135000,Oyigbo,Rivers State,Used
Apple iPhone XS Max 256 GB White,NA,245000,Akure,Ondo State,Used
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone 11 Pro 64 GB Gray,NA,240000,Ajah,Lagos State,Used
Apple iPhone XR 64 GB White,NA,155000,Akure,Ondo State,Used
Apple iPhone XR 128 GB White,NA,175000,Ikeja,Lagos State,Used
Apple iPhone XS Max 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Black,NA,160000,Oyigbo,Rivers State,Used
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,155000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
New Apple iPhone 14 256 GB Purple,NA,580000,Ikeja,Lagos State,Brand New
Apple iPhone XR 64 GB Black,NA,167000,Ikeja,Lagos State,Used
New Apple iPhone 13 128 GB Black,NA,510000,Ikeja,Lagos State,Brand New
New Apple iPhone 13 Pro 256 GB Gold,NA,465000,Ikeja,Lagos State,Brand New
New Apple iPhone 13 Pro 128 GB Gold,NA,630000,Ikeja,Lagos State,Brand New
Apple iPhone XR 128 GB Black,NA,190000,Wuse 2,Abuja (FCT) State,Used
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,240000,Uyo,Akwa Ibom State,Used
Apple iPhone 11 64 GB Black,NA,185000,Akure,Ondo State,Used
Apple iPhone XR 64 GB White,NA,155000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Red,NA,225000,Akungba,Ondo State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
New Apple iPhone 14 Pro 256 GB Black,NA,550000,Uyo,Akwa Ibom State,Brand New
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Black,NA,70000,Akure,Ondo State,Used
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone 8 64 GB White,NA,75000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Black,NA,70000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,185000,Akure,Ondo State,Used
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
Samsung Galaxy Note 8 128 GB Blue,NA,115000,Alimosho,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Apple iPhone 11 64 GB Black,NA,235000,Akure,Ondo State,Used
Apple iPhone 11 64 GB,NA,265000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Purple,NA,225000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Purple,NA,235000,Ikeja,Lagos State,Used
Apple iPhone 12 Pro Max 128 GB Gray,NA,450000,Ikeja,Lagos State,Used
Apple iPhone XS Max 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone 8 64 GB Gold,NA,80000,Akure,Ondo State,Used
Apple iPhone 12 Pro Max 128 GB Gold,NA,510000,Uyo,Akwa Ibom State,Used
Apple iPhone 7 32 GB Black,NA,70000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Red,NA,175000,Port-Harcourt,Rivers State,Used
Apple iPhone 8 64 GB Gold,NA,80000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Purple,NA,265000,Ikeja,Lagos State,Refurbished
Apple iPhone 11 128 GB Red,NA,230000,Akungba,Ondo State,Used
New Apple iPhone 13 Pro Max 128 GB Blue,NA,520000,Ikeja,Lagos State,Brand New
Apple iPhone XS 64 GB Gold,NA,160000,Ikwerre,Rivers State,Used
